snapshot,status,value,country,unit
2045-02-10 15:00:00,charging,27.36842105265,YZ,MW
2045-02-11 16:00:00,charging,38.94736842107,YZ,MW
2045-02-12 17:00:00,charging,33.68421052635,YZ,MW
2045-02-13 18:00:00,charging,28.421052631610003,YZ,MW
2045-02-14 19:00:00,charging,31.57894736844,YZ,MW
2045-02-15 20:00:00,charging,42.10526315792,YZ,MW
2045-02-16 21:00:00,charging,40.00000000003,YZ,MW
2045-02-17 22:00:00,charging,60.00000000003,YZ,MW
2045-02-18 23:00:00,charging,66.31578947372,YZ,MW
2045-02-20 00:00:00,charging,82.10526315795,YZ,MW
2045-02-21 01:00:00,charging,86.31578947375,YZ,MW
2045-02-22 02:00:00,charging,90.52631578955001,YZ,MW
2045-02-23 03:00:00,charging,92.63157894745001,YZ,MW
2045-02-24 04:00:00,charging,88.42105263165001,YZ,MW
2045-02-25 05:00:00,charging,93.68421052641,YZ,MW
2045-02-26 06:00:00,charging,70.52631578955999,YZ,MW
2045-02-27 07:00:00,charging,58.94736842110001,YZ,MW
2045-02-28 08:00:00,charging,49.473684210550005,YZ,MW
2045-03-01 09:00:00,charging,47.368421052680006,YZ,MW
2045-03-02 10:00:00,charging,50.52631578952,YZ,MW
2045-03-03 11:00:00,charging,44.21052631583,YZ,MW
2045-03-04 12:00:00,charging,50.52631578952,YZ,MW
2045-03-05 13:00:00,charging,44.21052631583,YZ,MW
2045-03-06 14:00:00,charging,44.21052631583,YZ,MW
2045-03-07 15:00:00,charging,35.78947368423,YZ,MW
2045-03-08 16:00:00,charging,25.263157894749998,YZ,MW
2045-03-09 17:00:00,charging,7.368421052638,YZ,MW
2045-03-10 18:00:00,charging,28.421052631610003,YZ,MW
2045-03-11 19:00:00,charging,25.263157894749998,YZ,MW
2045-03-12 20:00:00,charging,46.31578947372001,YZ,MW
2045-03-13 21:00:00,charging,54.736842105310004,YZ,MW
2045-03-14 22:00:00,charging,61.052631578989995,YZ,MW
2045-03-15 23:00:00,charging,66.31578947372,YZ,MW
2045-03-17 00:00:00,charging,69.47368421058,YZ,MW
2045-03-18 01:00:00,charging,80.00000000006,YZ,MW
2045-03-19 02:00:00,charging,88.42105263165001,YZ,MW
2045-03-20 03:00:00,charging,94.73684210535,YZ,MW
2045-03-21 04:00:00,charging,94.73684210535,YZ,MW
2045-03-22 05:00:00,charging,88.42105263165001,YZ,MW
2045-03-23 06:00:00,charging,75.78947368426,YZ,MW
2045-03-24 07:00:00,charging,76.84210526321999,YZ,MW
2045-03-25 08:00:00,charging,87.36842105266999,YZ,MW
2045-03-26 09:00:00,charging,43.15789473685,YZ,MW
2045-03-27 10:00:00,charging,47.368421052680006,YZ,MW
2045-03-28 11:00:00,charging,45.26315789475,YZ,MW
2045-03-29 12:00:00,charging,34.7368421053,YZ,MW
2045-03-30 13:00:00,charging,17.894736842141,YZ,MW
2045-03-31 14:00:00,charging,24.210526315830002,YZ,MW
2045-04-01 15:00:00,charging,31.57894736844,YZ,MW
2045-04-02 16:00:00,charging,4.210526315792,YZ,MW
2045-04-03 17:00:00,charging,15.789473684207,YZ,MW
2045-04-04 18:00:00,charging,21.05263157897,YZ,MW
2045-04-05 19:00:00,charging,25.263157894749998,YZ,MW
2045-04-06 20:00:00,charging,26.31578947368,YZ,MW
2045-04-07 21:00:00,charging,45.26315789475,YZ,MW
2045-04-08 22:00:00,charging,44.21052631583,YZ,MW
2045-04-09 23:00:00,charging,71.57894736847,YZ,MW
2045-04-11 00:00:00,charging,78.94736842110001,YZ,MW
2045-04-12 01:00:00,charging,83.15789473691,YZ,MW
2045-04-13 02:00:00,charging,87.36842105266999,YZ,MW
2045-04-14 03:00:00,charging,87.36842105266999,YZ,MW
2045-04-15 04:00:00,charging,90.52631578955001,YZ,MW
2045-04-16 05:00:00,charging,83.15789473691,YZ,MW
2045-04-17 06:00:00,charging,73.68421052638,YZ,MW
2045-04-18 07:00:00,charging,55.789473684259995,YZ,MW
2045-04-19 08:00:00,charging,46.31578947372001,YZ,MW
2045-04-20 09:00:00,charging,47.368421052680006,YZ,MW
2045-04-21 10:00:00,charging,51.578947368440005,YZ,MW
2045-04-22 11:00:00,charging,54.736842105310004,YZ,MW
2045-04-23 12:00:00,charging,40.00000000003,YZ,MW
2045-04-24 13:00:00,charging,44.21052631583,YZ,MW
2045-04-25 14:00:00,charging,37.89473684214,YZ,MW
2045-04-26 15:00:00,charging,28.421052631610003,YZ,MW
2045-04-27 16:00:00,charging,3.1578947368440002,YZ,MW
2045-04-28 17:00:00,charging,22.10526315789,YZ,MW
2045-04-29 18:00:00,charging,23.157894736850004,YZ,MW
2045-04-30 19:00:00,charging,33.68421052635,YZ,MW
2045-05-01 20:00:00,charging,37.89473684214,YZ,MW
2045-05-02 21:00:00,charging,51.578947368440005,YZ,MW
2045-05-03 22:00:00,charging,56.84210526322,YZ,MW
2045-05-04 23:00:00,charging,56.84210526322,YZ,MW
2045-05-06 00:00:00,charging,69.47368421058,YZ,MW
2045-05-07 01:00:00,charging,77.89473684217,YZ,MW
2045-05-08 02:00:00,charging,90.52631578955001,YZ,MW
2045-05-09 03:00:00,charging,92.63157894745001,YZ,MW
2045-05-10 04:00:00,charging,86.31578947375,YZ,MW
2045-05-11 05:00:00,charging,92.63157894745001,YZ,MW
2045-05-12 06:00:00,charging,90.52631578955001,YZ,MW
2045-05-13 07:00:00,charging,89.47368421058,YZ,MW
2045-05-14 08:00:00,charging,40.00000000003,YZ,MW
2045-05-15 09:00:00,charging,43.15789473685,YZ,MW
2045-05-16 10:00:00,charging,45.26315789475,YZ,MW
2045-05-17 11:00:00,charging,44.21052631583,YZ,MW
2045-05-18 12:00:00,charging,30.526315789479998,YZ,MW
2045-05-19 13:00:00,charging,22.10526315789,YZ,MW
2045-05-20 14:00:00,charging,32.63157894738,YZ,MW
2045-05-21 15:00:00,charging,23.157894736850004,YZ,MW
2045-05-22 16:00:00,charging,24.210526315830002,YZ,MW
2045-05-23 17:00:00,charging,23.157894736850004,YZ,MW
2045-05-24 18:00:00,charging,18.947368421076,YZ,MW
2045-05-25 19:00:00,charging,17.894736842141,YZ,MW
2045-05-26 20:00:00,charging,44.21052631583,YZ,MW
2045-05-27 21:00:00,charging,41.052631579,YZ,MW
2045-05-28 22:00:00,charging,64.21052631582,YZ,MW
2045-05-29 23:00:00,charging,70.52631578955999,YZ,MW
2045-05-31 00:00:00,charging,65.26315789478,YZ,MW
2045-06-01 01:00:00,charging,83.15789473691,YZ,MW
2045-06-02 02:00:00,charging,82.10526315795,YZ,MW
2045-06-03 03:00:00,charging,85.26315789481,YZ,MW
2045-06-04 04:00:00,charging,86.31578947375,YZ,MW
2045-06-05 05:00:00,charging,88.42105263165001,YZ,MW
2045-06-06 06:00:00,charging,73.68421052638,YZ,MW
2045-06-07 07:00:00,charging,46.31578947372001,YZ,MW
2045-06-08 08:00:00,charging,56.84210526322,YZ,MW
2045-06-09 09:00:00,charging,51.578947368440005,YZ,MW
2045-06-10 10:00:00,charging,61.052631578989995,YZ,MW
2045-06-11 11:00:00,charging,63.15789473688,YZ,MW
2045-06-12 12:00:00,charging,41.052631579,YZ,MW
2045-06-13 13:00:00,charging,46.31578947372001,YZ,MW
2045-06-14 14:00:00,charging,42.10526315792,YZ,MW
2045-06-15 15:00:00,charging,35.78947368423,YZ,MW
2045-06-16 16:00:00,charging,11.578947368442002,YZ,MW
2045-06-17 17:00:00,charging,26.31578947368,YZ,MW
2045-06-18 18:00:00,charging,18.947368421076,YZ,MW
2045-06-19 19:00:00,charging,25.263157894749998,YZ,MW
2045-06-20 20:00:00,charging,31.57894736844,YZ,MW
2045-06-21 21:00:00,charging,40.00000000003,YZ,MW
2045-06-22 22:00:00,charging,44.21052631583,YZ,MW
2045-06-23 23:00:00,charging,45.26315789475,YZ,MW
2045-06-25 00:00:00,charging,66.31578947372,YZ,MW
2045-06-26 01:00:00,charging,67.36842105267999,YZ,MW
2045-06-27 02:00:00,charging,85.26315789481,YZ,MW
2045-06-28 03:00:00,charging,89.47368421058,YZ,MW
2045-06-29 04:00:00,charging,92.63157894745001,YZ,MW
2045-06-30 05:00:00,charging,91.57894736847,YZ,MW
2045-07-01 06:00:00,charging,84.21052631585,YZ,MW
2045-07-02 07:00:00,charging,87.36842105266999,YZ,MW
2045-07-03 08:00:00,charging,51.578947368440005,YZ,MW
2045-07-04 09:00:00,charging,50.52631578952,YZ,MW
2045-07-05 10:00:00,charging,47.368421052680006,YZ,MW
2045-07-06 11:00:00,charging,45.26315789475,YZ,MW
2045-07-07 12:00:00,charging,41.052631579,YZ,MW
2045-07-08 13:00:00,charging,29.47368421055,YZ,MW
2045-07-09 14:00:00,charging,29.47368421055,YZ,MW
2045-07-10 15:00:00,charging,36.84210526319,YZ,MW
2045-07-11 16:00:00,charging,34.7368421053,YZ,MW
2045-07-12 17:00:00,charging,26.31578947368,YZ,MW
2045-07-13 18:00:00,charging,17.894736842141,YZ,MW
2045-07-14 19:00:00,charging,8.421052631585,YZ,MW
2045-07-15 20:00:00,charging,33.68421052635,YZ,MW
2045-07-16 21:00:00,charging,28.421052631610003,YZ,MW
2045-07-17 22:00:00,charging,52.631578947410006,YZ,MW
2045-07-18 23:00:00,charging,60.00000000003,YZ,MW
2045-07-20 00:00:00,charging,66.31578947372,YZ,MW
2045-07-21 01:00:00,charging,70.52631578955999,YZ,MW
2045-07-22 02:00:00,charging,67.36842105267999,YZ,MW
2045-07-23 03:00:00,charging,77.89473684217,YZ,MW
2045-07-24 04:00:00,charging,84.21052631585,YZ,MW
2045-07-25 05:00:00,charging,92.63157894745001,YZ,MW
2045-07-26 06:00:00,charging,87.36842105266999,YZ,MW
2045-07-27 07:00:00,charging,73.68421052638,YZ,MW
2045-07-28 08:00:00,charging,61.052631578989995,YZ,MW
2045-07-29 09:00:00,charging,64.21052631582,YZ,MW
2045-07-30 10:00:00,charging,67.36842105267999,YZ,MW
2045-07-31 11:00:00,charging,40.00000000003,YZ,MW
2045-08-01 12:00:00,charging,44.21052631583,YZ,MW
2045-08-02 13:00:00,charging,41.052631579,YZ,MW
2045-08-03 14:00:00,charging,37.89473684214,YZ,MW
2045-08-04 15:00:00,charging,18.947368421076,YZ,MW
2045-08-05 16:00:00,charging,20.000000000030003,YZ,MW
2045-08-06 17:00:00,charging,14.736842105278,YZ,MW
2045-08-07 18:00:00,charging,23.157894736850004,YZ,MW
2045-08-08 19:00:00,charging,26.31578947368,YZ,MW
2045-08-09 20:00:00,charging,30.526315789479998,YZ,MW
2045-08-10 21:00:00,charging,34.7368421053,YZ,MW
2045-08-11 22:00:00,charging,30.526315789479998,YZ,MW
2045-08-12 23:00:00,charging,50.52631578952,YZ,MW
2045-08-14 00:00:00,charging,52.631578947410006,YZ,MW
2045-08-15 01:00:00,charging,76.84210526321999,YZ,MW
2045-08-16 02:00:00,charging,82.10526315795,YZ,MW
2045-08-17 03:00:00,charging,87.36842105266999,YZ,MW
2045-08-18 04:00:00,charging,89.47368421058,YZ,MW
2045-08-19 05:00:00,charging,85.26315789481,YZ,MW
2045-08-20 06:00:00,charging,87.36842105266999,YZ,MW
2045-08-21 07:00:00,charging,67.36842105267999,YZ,MW
2045-08-22 08:00:00,charging,57.89473684217,YZ,MW
2045-08-23 09:00:00,charging,49.473684210550005,YZ,MW
2045-08-24 10:00:00,charging,45.26315789475,YZ,MW
2045-08-25 11:00:00,charging,44.21052631583,YZ,MW
2045-08-26 12:00:00,charging,34.7368421053,YZ,MW
2045-08-27 13:00:00,charging,33.68421052635,YZ,MW
2045-08-28 14:00:00,charging,37.89473684214,YZ,MW
2045-08-29 15:00:00,charging,38.94736842107,YZ,MW
2045-08-30 16:00:00,charging,31.57894736844,YZ,MW
2045-08-31 17:00:00,charging,21.05263157897,YZ,MW
2045-09-01 18:00:00,charging,4.210526315792,YZ,MW
2045-09-02 19:00:00,charging,22.10526315789,YZ,MW
2045-09-03 20:00:00,charging,12.631578947381001,YZ,MW
2045-09-04 21:00:00,charging,43.15789473685,YZ,MW
2045-09-05 22:00:00,charging,51.578947368440005,YZ,MW
2045-09-06 23:00:00,charging,57.89473684217,YZ,MW
2045-09-08 00:00:00,charging,63.15789473688,YZ,MW
2045-09-09 01:00:00,charging,64.21052631582,YZ,MW
2045-09-10 02:00:00,charging,73.68421052638,YZ,MW
2045-09-11 03:00:00,charging,82.10526315795,YZ,MW
2045-09-12 04:00:00,charging,93.68421052641,YZ,MW
2045-09-13 05:00:00,charging,93.68421052641,YZ,MW
2045-09-14 06:00:00,charging,88.42105263165001,YZ,MW
2045-09-15 07:00:00,charging,74.73684210532,YZ,MW
2045-09-16 08:00:00,charging,81.05263157902,YZ,MW
2045-09-17 09:00:00,charging,83.15789473691,YZ,MW
2045-09-18 10:00:00,charging,40.00000000003,YZ,MW
2045-09-19 11:00:00,charging,45.26315789475,YZ,MW
2045-09-20 12:00:00,charging,45.26315789475,YZ,MW
2045-09-21 13:00:00,charging,43.15789473685,YZ,MW
2045-09-22 14:00:00,charging,26.31578947368,YZ,MW
2045-09-23 15:00:00,charging,23.157894736850004,YZ,MW
2045-09-24 16:00:00,charging,22.10526315789,YZ,MW
2045-09-25 17:00:00,charging,26.31578947368,YZ,MW
2045-09-26 18:00:00,charging,21.05263157897,YZ,MW
2045-09-27 19:00:00,charging,20.000000000030003,YZ,MW
2045-09-28 20:00:00,charging,22.10526315789,YZ,MW
2045-09-29 21:00:00,charging,20.000000000030003,YZ,MW
2045-09-30 22:00:00,charging,46.31578947372001,YZ,MW
2045-10-01 23:00:00,charging,45.26315789475,YZ,MW
2045-10-03 00:00:00,charging,73.68421052638,YZ,MW
2045-10-04 01:00:00,charging,71.57894736847,YZ,MW
2045-10-05 02:00:00,charging,85.26315789481,YZ,MW
2045-10-06 03:00:00,charging,88.42105263165001,YZ,MW
2045-10-07 04:00:00,charging,87.36842105266999,YZ,MW
2045-10-08 05:00:00,charging,89.47368421058,YZ,MW
2045-10-09 06:00:00,charging,82.10526315795,YZ,MW
2045-10-10 07:00:00,charging,74.73684210532,YZ,MW
2045-10-11 08:00:00,charging,60.00000000003,YZ,MW
2045-10-12 09:00:00,charging,50.52631578952,YZ,MW
2045-10-13 10:00:00,charging,50.52631578952,YZ,MW
2045-10-14 11:00:00,charging,46.31578947372001,YZ,MW
2045-10-15 12:00:00,charging,47.368421052680006,YZ,MW
2045-10-16 13:00:00,charging,40.00000000003,YZ,MW
2045-10-17 14:00:00,charging,44.21052631583,YZ,MW
2045-10-18 15:00:00,charging,37.89473684214,YZ,MW
2045-10-19 16:00:00,charging,29.47368421055,YZ,MW
2045-10-20 17:00:00,charging,7.368421052638,YZ,MW
2045-10-21 18:00:00,charging,24.210526315830002,YZ,MW
2045-10-22 19:00:00,charging,9.473684210535,YZ,MW
2045-10-23 20:00:00,charging,33.68421052635,YZ,MW
2045-10-24 21:00:00,charging,43.15789473685,YZ,MW
2045-10-25 22:00:00,charging,50.52631578952,YZ,MW
2045-10-26 23:00:00,charging,53.68421052638,YZ,MW
2045-10-28 00:00:00,charging,55.789473684259995,YZ,MW
2045-10-29 01:00:00,charging,70.52631578955999,YZ,MW
2045-10-30 02:00:00,charging,82.10526315795,YZ,MW
2045-10-31 03:00:00,charging,91.57894736847,YZ,MW
2045-11-01 04:00:00,charging,92.63157894745001,YZ,MW
2045-11-02 05:00:00,charging,90.52631578955001,YZ,MW
2045-11-03 06:00:00,charging,91.57894736847,YZ,MW
2045-11-04 07:00:00,charging,91.57894736847,YZ,MW
2045-11-05 08:00:00,charging,92.63157894745001,YZ,MW
2045-11-06 09:00:00,charging,41.052631579,YZ,MW
2045-11-07 10:00:00,charging,45.26315789475,YZ,MW
2045-11-08 11:00:00,charging,47.368421052680006,YZ,MW
2045-11-09 12:00:00,charging,47.368421052680006,YZ,MW
2045-11-10 13:00:00,charging,38.94736842107,YZ,MW
2045-11-11 14:00:00,charging,36.84210526319,YZ,MW
2045-11-12 15:00:00,charging,35.78947368423,YZ,MW
2045-11-13 16:00:00,charging,34.7368421053,YZ,MW
2045-11-14 17:00:00,charging,29.47368421055,YZ,MW
2045-11-15 18:00:00,charging,22.10526315789,YZ,MW
2045-11-16 19:00:00,charging,18.947368421076,YZ,MW
2045-11-17 20:00:00,charging,16.842105263176002,YZ,MW
2045-11-18 21:00:00,charging,47.368421052680006,YZ,MW
2045-11-19 22:00:00,charging,44.21052631583,YZ,MW
2045-11-20 23:00:00,charging,66.31578947372,YZ,MW
2045-11-22 00:00:00,charging,72.63157894742,YZ,MW
2045-11-23 01:00:00,charging,80.00000000006,YZ,MW
2045-11-24 02:00:00,charging,83.15789473691,YZ,MW
2045-11-25 03:00:00,charging,83.15789473691,YZ,MW
2045-11-26 04:00:00,charging,89.47368421058,YZ,MW
2045-11-27 05:00:00,charging,92.63157894745001,YZ,MW
2045-11-28 06:00:00,charging,89.47368421058,YZ,MW
2045-11-29 07:00:00,charging,74.73684210532,YZ,MW
2045-11-30 08:00:00,charging,58.94736842110001,YZ,MW
2045-12-01 09:00:00,charging,53.68421052638,YZ,MW
2045-12-02 10:00:00,charging,67.36842105267999,YZ,MW
2045-12-03 11:00:00,charging,74.73684210532,YZ,MW
2045-12-04 12:00:00,charging,42.10526315792,YZ,MW
2045-12-05 13:00:00,charging,47.368421052680006,YZ,MW
2045-12-06 14:00:00,charging,44.21052631583,YZ,MW
2045-12-07 15:00:00,charging,37.89473684214,YZ,MW
2045-12-08 16:00:00,charging,13.684210526339,YZ,MW
2045-12-09 17:00:00,charging,30.526315789479998,YZ,MW
2045-12-10 18:00:00,charging,22.10526315789,YZ,MW
2045-12-11 19:00:00,charging,26.31578947368,YZ,MW
2045-12-12 20:00:00,charging,34.7368421053,YZ,MW
2045-12-13 21:00:00,charging,43.15789473685,YZ,MW
2045-12-14 22:00:00,charging,48.421052631609996,YZ,MW
2045-12-15 23:00:00,charging,51.578947368440005,YZ,MW
2045-12-17 00:00:00,charging,65.26315789478,YZ,MW
2045-12-18 01:00:00,charging,78.94736842110001,YZ,MW
2045-12-19 02:00:00,charging,87.36842105266999,YZ,MW
2045-12-20 03:00:00,charging,89.47368421058,YZ,MW
2045-12-21 04:00:00,charging,90.52631578955001,YZ,MW
2045-12-22 05:00:00,charging,89.47368421058,YZ,MW
2045-12-23 06:00:00,charging,82.10526315795,YZ,MW
2045-12-24 07:00:00,charging,91.57894736847,YZ,MW
2045-12-25 08:00:00,charging,92.63157894745001,YZ,MW
2045-12-26 09:00:00,charging,93.68421052641,YZ,MW
2045-12-27 10:00:00,charging,80.00000000006,YZ,MW
2045-12-28 11:00:00,charging,53.68421052638,YZ,MW
2045-12-29 12:00:00,charging,45.26315789475,YZ,MW
2045-12-30 13:00:00,charging,32.63157894738,YZ,MW
2045-12-31 14:00:00,charging,40.00000000003,YZ,MW
2046-01-01 15:00:00,charging,58.94736842110001,YZ,MW
2045-01-01 00:00:00,load,3019.5899999999997,YZ,MW
2045-01-02 01:00:00,load,3204.84,YZ,MW
2045-01-03 02:00:00,load,3516.84,YZ,MW
2045-01-04 03:00:00,load,3594.8399999999997,YZ,MW
2045-01-05 04:00:00,load,3672.8399999999997,YZ,MW
2045-01-06 05:00:00,load,3448.59,YZ,MW
2045-01-07 06:00:00,load,3117.09,YZ,MW
2045-01-08 07:00:00,load,4365.09,YZ,MW
2045-01-09 08:00:00,load,4589.34,YZ,MW
2045-01-10 09:00:00,load,4589.34,YZ,MW
2045-01-11 10:00:00,load,4569.839999999999,YZ,MW
2045-01-12 11:00:00,load,4491.84,YZ,MW
2045-01-13 12:00:00,load,3799.59,YZ,MW
2045-01-14 13:00:00,load,3448.59,YZ,MW
2045-01-15 14:00:00,load,4628.34,YZ,MW
2045-01-16 15:00:00,load,4823.34,YZ,MW
2045-01-17 16:00:00,load,4852.59,YZ,MW
2045-01-18 17:00:00,load,4667.339999999999,YZ,MW
2045-01-19 18:00:00,load,4394.34,YZ,MW
2045-01-20 19:00:00,load,3526.59,YZ,MW
2045-01-21 20:00:00,load,3312.09,YZ,MW
2045-01-22 21:00:00,load,4023.8399999999997,YZ,MW
2045-01-23 22:00:00,load,4062.8399999999997,YZ,MW
2045-01-24 23:00:00,load,3965.34,YZ,MW
2045-01-26 00:00:00,load,3887.3399999999997,YZ,MW
2045-01-27 01:00:00,load,3663.09,YZ,MW
2045-01-28 02:00:00,load,3156.09,YZ,MW
2045-01-29 03:00:00,load,3516.84,YZ,MW
2045-01-30 04:00:00,load,3887.3399999999997,YZ,MW
2045-01-31 05:00:00,load,4238.34,YZ,MW
2045-02-01 06:00:00,load,4599.089999999999,YZ,MW
2045-02-02 07:00:00,load,4530.84,YZ,MW
2045-02-03 08:00:00,load,3721.59,YZ,MW
2045-02-04 09:00:00,load,3224.3399999999997,YZ,MW
2045-02-05 10:00:00,load,4452.84,YZ,MW
2045-02-06 11:00:00,load,4628.34,YZ,MW
2045-02-07 12:00:00,load,4686.84,YZ,MW
2045-02-08 13:00:00,load,4706.34,YZ,MW
2045-02-09 14:00:00,load,4686.84,YZ,MW
2045-02-10 15:00:00,load,3750.8399999999997,YZ,MW
2045-02-11 16:00:00,load,3419.34,YZ,MW
2045-02-12 17:00:00,load,4443.09,YZ,MW
2045-02-13 18:00:00,load,4521.09,YZ,MW
2045-02-14 19:00:00,load,4404.09,YZ,MW
2045-02-15 20:00:00,load,4189.59,YZ,MW
2045-02-16 21:00:00,load,4014.0899999999997,YZ,MW
2045-02-17 22:00:00,load,3360.84,YZ,MW
2045-02-18 23:00:00,load,3302.34,YZ,MW
2045-02-20 00:00:00,load,3848.3399999999997,YZ,MW
2045-02-21 01:00:00,load,3867.8399999999997,YZ,MW
2045-02-22 02:00:00,load,3809.34,YZ,MW
2045-02-23 03:00:00,load,3741.0899999999997,YZ,MW
2045-02-24 04:00:00,load,3526.59,YZ,MW
2045-02-25 05:00:00,load,3117.09,YZ,MW
2045-02-26 06:00:00,load,4355.34,YZ,MW
2045-02-27 07:00:00,load,4696.59,YZ,MW
2045-02-28 08:00:00,load,4677.09,YZ,MW
2045-03-01 09:00:00,load,4618.59,YZ,MW
2045-03-02 10:00:00,load,4472.34,YZ,MW
2045-03-03 11:00:00,load,3867.8399999999997,YZ,MW
2045-03-04 12:00:00,load,3458.34,YZ,MW
2045-03-05 13:00:00,load,4540.59,YZ,MW
2045-03-06 14:00:00,load,4784.34,YZ,MW
2045-03-07 15:00:00,load,4891.59,YZ,MW
2045-03-08 16:00:00,load,4881.84,YZ,MW
2045-03-09 17:00:00,load,4560.09,YZ,MW
2045-03-10 18:00:00,load,3692.34,YZ,MW
2045-03-11 19:00:00,load,3419.34,YZ,MW
2045-03-12 20:00:00,load,4150.59,YZ,MW
2045-03-13 21:00:00,load,4150.59,YZ,MW
2045-03-14 22:00:00,load,4111.59,YZ,MW
2045-03-15 23:00:00,load,4004.34,YZ,MW
2045-03-17 00:00:00,load,3741.0899999999997,YZ,MW
2045-03-18 01:00:00,load,3214.59,YZ,MW
2045-03-19 02:00:00,load,3399.84,YZ,MW
2045-03-20 03:00:00,load,3789.84,YZ,MW
2045-03-21 04:00:00,load,3945.84,YZ,MW
2045-03-22 05:00:00,load,4326.09,YZ,MW
2045-03-23 06:00:00,load,4608.84,YZ,MW
2045-03-24 07:00:00,load,3848.3399999999997,YZ,MW
2045-03-25 08:00:00,load,3243.84,YZ,MW
2045-03-26 09:00:00,load,4560.09,YZ,MW
2045-03-27 10:00:00,load,4725.84,YZ,MW
2045-03-28 11:00:00,load,4774.59,YZ,MW
2045-03-29 12:00:00,load,4735.59,YZ,MW
2045-03-30 13:00:00,load,3624.09,YZ,MW
2045-03-31 14:00:00,load,3750.8399999999997,YZ,MW
2045-04-01 15:00:00,load,3429.0899999999997,YZ,MW
2045-04-02 16:00:00,load,3633.8399999999997,YZ,MW
2045-04-03 17:00:00,load,4638.09,YZ,MW
2045-04-04 18:00:00,load,4667.339999999999,YZ,MW
2045-04-05 19:00:00,load,4482.09,YZ,MW
2045-04-06 20:00:00,load,4218.84,YZ,MW
2045-04-07 21:00:00,load,3516.84,YZ,MW
2045-04-08 22:00:00,load,3360.84,YZ,MW
2045-04-09 23:00:00,load,3945.84,YZ,MW
2045-04-11 00:00:00,load,3945.84,YZ,MW
2045-04-12 01:00:00,load,3906.84,YZ,MW
2045-04-13 02:00:00,load,3819.0899999999997,YZ,MW
2045-04-14 03:00:00,load,3555.84,YZ,MW
2045-04-15 04:00:00,load,3136.59,YZ,MW
2045-04-16 05:00:00,load,4160.34,YZ,MW
2045-04-17 06:00:00,load,4794.09,YZ,MW
2045-04-18 07:00:00,load,4881.84,YZ,MW
2045-04-19 08:00:00,load,4813.59,YZ,MW
2045-04-20 09:00:00,load,4638.09,YZ,MW
2045-04-21 10:00:00,load,3955.59,YZ,MW
2045-04-22 11:00:00,load,3497.3399999999997,YZ,MW
2045-04-23 12:00:00,load,4638.09,YZ,MW
2045-04-24 13:00:00,load,4833.09,YZ,MW
2045-04-25 14:00:00,load,4950.09,YZ,MW
2045-04-26 15:00:00,load,4950.09,YZ,MW
2045-04-27 16:00:00,load,4735.59,YZ,MW
2045-04-28 17:00:00,load,3809.34,YZ,MW
2045-04-29 18:00:00,load,3526.59,YZ,MW
2045-04-30 19:00:00,load,4140.84,YZ,MW
2045-05-01 20:00:00,load,3399.84,YZ,MW
2045-05-02 21:00:00,load,4121.34,YZ,MW
2045-05-03 22:00:00,load,4101.84,YZ,MW
2045-05-04 23:00:00,load,3887.3399999999997,YZ,MW
2045-05-06 00:00:00,load,3302.34,YZ,MW
2045-05-07 01:00:00,load,3399.84,YZ,MW
2045-05-08 02:00:00,load,3828.84,YZ,MW
2045-05-09 03:00:00,load,3867.8399999999997,YZ,MW
2045-05-10 04:00:00,load,3507.0899999999997,YZ,MW
2045-05-11 05:00:00,load,4131.09,YZ,MW
2045-05-12 06:00:00,load,3692.34,YZ,MW
2045-05-13 07:00:00,load,3185.3399999999997,YZ,MW
2045-05-14 08:00:00,load,4579.59,YZ,MW
2045-05-15 09:00:00,load,4813.59,YZ,MW
2045-05-16 10:00:00,load,4784.34,YZ,MW
2045-05-17 11:00:00,load,4764.84,YZ,MW
2045-05-18 12:00:00,load,4784.34,YZ,MW
2045-05-19 13:00:00,load,3975.09,YZ,MW
2045-05-20 14:00:00,load,3477.84,YZ,MW
2045-05-21 15:00:00,load,3594.8399999999997,YZ,MW
2045-05-22 16:00:00,load,4803.84,YZ,MW
2045-05-23 17:00:00,load,4872.09,YZ,MW
2045-05-24 18:00:00,load,4716.09,YZ,MW
2045-05-25 19:00:00,load,4345.59,YZ,MW
2045-05-26 20:00:00,load,3575.3399999999997,YZ,MW
2045-05-27 21:00:00,load,3331.5899999999997,YZ,MW
2045-05-28 22:00:00,load,4053.09,YZ,MW
2045-05-29 23:00:00,load,4053.09,YZ,MW
2045-05-31 00:00:00,load,3877.59,YZ,MW
2045-06-01 01:00:00,load,3575.3399999999997,YZ,MW
2045-06-02 02:00:00,load,3604.5899999999997,YZ,MW
2045-06-03 03:00:00,load,3165.84,YZ,MW
2045-06-04 04:00:00,load,3789.84,YZ,MW
2045-06-05 05:00:00,load,4404.09,YZ,MW
2045-06-06 06:00:00,load,4813.59,YZ,MW
2045-06-07 07:00:00,load,4774.59,YZ,MW
2045-06-08 08:00:00,load,4842.839999999999,YZ,MW
2045-06-09 09:00:00,load,4667.339999999999,YZ,MW
2045-06-10 10:00:00,load,3965.34,YZ,MW
2045-06-11 11:00:00,load,3468.0899999999997,YZ,MW
2045-06-12 12:00:00,load,4589.34,YZ,MW
2045-06-13 13:00:00,load,4745.34,YZ,MW
2045-06-14 14:00:00,load,4823.34,YZ,MW
2045-06-15 15:00:00,load,4881.84,YZ,MW
2045-06-16 16:00:00,load,4735.59,YZ,MW
